frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
104,0,3.433,0.98,1,0.66,0.56,0.16,0.56,0.01,0.80,0.13,0.17,0.03,-0.40,0.44,0.46,0.90,0.43,1.14,0.73,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
105,0,3.467,0.98,1,0.53,0.54,0.24,-0.00,0.09,1.06,0.45,0.24,0.23,-0.32,0.29,0.22,0.57,0.48,1.11,0.96,-0.16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
106,0,3.500,0.98,1,0.61,0.68,0.29,0.52,0.08,1.02,0.34,0.09,0.07,-0.25,0.59,0.41,0.53,0.50,1.33,0.85,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
107,0,3.533,0.98,1,0.80,0.45,0.41,0.28,0.18,0.64,0.35,0.00,0.14,-0.35,0.39,0.27,0.64,0.45,1.33,1.06,-0.06,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
108,0,3.567,0.98,1,0.46,0.36,0.21,0.24,0.12,0.90,0.50,-0.11,-0.06,-0.45,0.34,0.51,0.50,0.58,1.27,0.75,-0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
109,0,3.600,0.98,1,0.23,-0.07,-0.17,0.09,-0.37,0.03,0.33,-0.10,-0.27,-0.33,0.35,0.32,0.42,0.76,1.51,0.55,-0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
110,0,3.633,0.98,1,0.34,0.05,-0.21,0.10,-0.32,-0.13,0.35,-0.05,-0.37,-0.63,0.25,0.61,0.23,0.81,1.34,0.31,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,0,3.667,0.98,1,0.12,0.34,-0.37,-0.27,-0.24,-0.20,0.58,-0.11,-0.52,-0.51,0.50,0.55,0.78,0.88,1.07,0.37,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,0,3.700,0.98,1,0.14,0.16,-0.36,-0.03,-0.17,-0.57,0.37,-0.28,-0.44,-0.78,0.50,0.30,0.80,0.96,1.35,0.02,-0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0,3.733,0.98,1,0.20,0.25,-0.23,-0.41,-0.28,-0.77,0.43,-0.18,-0.41,-0.82,0.46,0.28,0.46,0.78,1.47,-0.10,-0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114,0,3.767,0.98,1,0.41,0.07,-0.25,0.47,-0.20,-0.30,0.44,-0.16,-0.26,-0.60,0.52,0.32,0.32,0.88,1.35,-0.28,-0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,3.800,0.98,1,0.60,0.19,-0.10,-0.22,-0.51,0.25,0.26,-0.29,-0.13,-0.79,0.11,0.49,0.07,0.62,1.33,0.16,-0.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0,3.833,0.98,1,0.85,0.52,0.03,-0.17,-0.40,0.50,0.32,-0.35,-0.08,-0.76,0.01,0.47,0.02,0.50,1.48,0.13,-0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
117,0,3.867,0.98,1,0.86,0.68,-0.20,-0.08,-0.42,0.42,0.45,-0.31,-0.26,-1.07,0.25,0.31,0.13,0.58,0.86,-0.26,-0.30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0,3.900,0.98,1,1.00,0.45,0.05,0.28,-0.42,0.40,0.34,-0.23,-0.25,-1.07,0.24,0.14,0.22,0.46,1.26,-0.24,-0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0,3.933,0.93,1,0.70,0.28,0.37,1.16,-0.57,0.30,0.55,-0.25,-0.35,-1.39,0.38,-0.05,-0.09,0.16,0.91,-0.50,1.10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,0,3.967,0.93,1,0.93,1.04,0.62,0.86,-0.59,0.69,0.52,-0.13,-0.28,-1.23,0.34,-0.00,0.25,0.14,0.89,-0.62,1.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,0,4.000,0.98,1,0.73,0.53,0.57,0.56,-0.47,1.00,0.72,-0.15,-0.36,-0.98,0.29,-0.06,0.24,0.19,1.11,-0.51,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,0,4.033,0.98,1,0.60,0.54,0.51,0.34,-0.40,1.10,0.72,-0.18,-0.35,-0.92,0.44,-0.03,0.38,0.11,1.33,-0.27,0.50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,0,4.067,0.98,1,0.56,0.45,0.58,0.23,-0.33,0.58,0.63,-0.22,-0.32,-0.79,0.38,-0.00,0.26,0.22,1.05,-0.32,0.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,0,4.100,0.98,1,0.49,0.67,0.51,0.34,-0.29,0.62,0.72,-0.03,-0.28,-0.87,0.36,0.12,0.13,0.32,1.07,-0.11,0.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,4.133,0.98,1,0.54,0.49,0.36,0.53,-0.21,0.62,0.65,-0.03,-0.27,-0.86,0.38,0.02,0.33,0.30,1.14,-0.08,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,4.167,0.98,1,0.55,0.55,0.41,0.29,-0.37,0.56,0.65,-0.22,-0.40,-1.02,0.36,0.10,0.16,0.30,1.10,-0.14,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,4.200,0.98,1,0.47,0.36,0.38,0.30,-0.28,0.49,0.78,-0.14,-0.34,-0.92,0.25,0.16,0.29,0.36,1.15,-0.27,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,4.233,0.98,1,0.52,0.68,0.32,0.58,-0.41,0.50,0.81,0.02,-0.46,-0.88,0.34,0.25,0.42,0.28,1.01,-0.08,0.50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0,4.267,0.98,1,0.68,0.31,0.44,0.49,-0.66,0.41,0.79,-0.31,-0.50,-0.88,0.22,0.13,0.68,0.10,1.17,-0.23,1.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
130,0,4.300,0.93,1,0.79,0.38,0.66,0.60,-0.31,1.11,0.65,-0.01,-0.43,-1.08,0.40,0.51,0.55,0.07,1.06,-0.34,1.06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131,0,4.333,0.98,1,0.68,0.28,0.50,0.59,-0.32,0.74,0.66,0.09,-0.35,-0.68,0.22,0.19,0.32,0.16,1.77,-0.16,1.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
132,0,4.367,0.98,1,0.48,0.66,0.58,0.58,-0.45,0.74,0.69,-0.14,-0.48,-0.69,0.28,0.17,0.60,0.24,1.93,0.18,1.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
133,0,4.400,0.98,1,0.63,0.88,0.52,0.45,-0.45,0.46,0.62,-0.25,-0.45,-0.56,-0.07,-0.32,0.36,0.16,1.38,0.17,1.19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,0,4.433,0.98,1,0.59,1.10,0.33,0.69,-0.59,0.94,0.58,-0.37,-0.42,-0.60,0.37,0.16,0.54,0.28,0.89,-0.06,1.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0,4.467,0.98,1,0.63,0.44,0.06,1.01,-0.71,0.69,0.45,-0.33,-0.52,-1.10,0.40,0.39,0.46,0.33,0.64,-0.23,1.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0,4.500,0.98,1,0.58,0.56,0.27,0.19,-0.59,1.41,0.84,-0.25,-0.63,-1.42,0.72,0.53,0.22,0.36,0.45,-0.03,0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,4.533,0.98,1,0.41,0.40,0.13,0.36,-0.50,1.23,0.94,-0.02,-0.36,-1.53,0.64,0.85,0.10,0.49,0.47,-0.48,0.58,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,4.567,0.98,1,0.54,0.18,0.17,0.65,-0.38,1.36,1.14,0.02,-0.32,-1.69,0.42,0.49,-0.00,0.48,0.91,-0.13,0.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0,4.600,0.98,1,0.86,0.07,-0.11,0.34,-0.58,0.52,0.63,-0.51,-0.53,-2.07,0.54,-0.13,-0.11,0.89,-0.15,-0.34,-0.09,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,4.633,0.93,1,1.03,0.84,0.26,1.15,-0.57,0.65,0.63,-0.64,-0.40,-1.57,0.88,-0.15,-0.45,1.07,-1.00,-0.03,-0.23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,4.667,0.93,1,0.94,0.38,0.28,1.53,-0.52,0.36,0.68,-1.04,-0.30,-1.09,0.80,0.12,-0.31,1.19,-0.96,0.47,-0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,4.700,0.93,1,0.93,0.49,0.41,1.93,-0.36,0.51,1.03,-0.84,-0.41,-1.18,0.39,0.06,-0.33,1.06,-0.72,1.24,-0.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0,4.733,0.93,1,1.16,-0.20,0.46,1.74,-0.42,0.13,0.83,-0.80,-0.24,-1.28,0.40,0.02,-0.23,1.14,0.29,1.28,-0.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0,4.767,0.98,1,0.59,-0.57,0.34,1.77,-0.42,0.36,1.13,-0.64,-0.13,-1.17,0.38,0.15,0.06,1.10,0.41,1.74,-0.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0,4.800,0.98,1,0.55,-0.49,0.32,1.62,-0.28,0.02,1.19,-0.49,-0.07,-1.37,0.33,0.11,0.06,0.95,0.43,1.68,-0.12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0,4.833,0.98,1,0.90,-0.21,0.34,1.64,-0.46,0.22,0.88,-0.70,-0.07,-1.00,0.22,0.15,-0.19,0.86,0.48,1.53,-0.19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0,4.867,0.98,1,0.92,-0.20,0.38,1.83,-0.40,0.36,1.02,-0.56,-0.14,-1.17,0.12,0.06,-0.06,1.05,0.35,1.57,-0.00,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0,4.900,0.93,1,0.89,-0.10,0.54,1.68,-0.32,0.71,1.00,-0.07,-0.34,-0.64,0.40,0.27,0.02,1.22,-0.08,1.35,0.21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,4.933,0.93,1,0.85,-0.34,0.62,1.46,-0.15,1.27,1.14,0.17,-0.17,-0.60,0.49,0.80,0.49,1.14,-0.39,1.39,-0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,0,4.967,0.93,1,1.12,-0.29,0.37,1.46,-0.29,0.95,1.17,0.08,-0.38,-0.97,0.26,1.12,0.11,1.30,-0.92,1.31,0.40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,0,5.000,0.93,1,1.17,0.16,0.01,1.17,-0.35,-0.06,0.57,0.01,-0.40,-1.41,0.41,1.22,0.08,1.05,-0.36,1.25,-0.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,0,5.033,0.93,1,1.34,-0.11,0.13,0.40,-0.51,-0.04,0.52,-0.00,-0.47,-1.37,0.50,1.09,-0.13,0.87,-0.17,1.42,0.32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,0,5.067,0.98,1,1.29,0.05,0.23,-0.36,-0.68,-0.21,0.75,-0.11,-0.18,-0.80,0.36,0.58,0.20,0.54,0.50,1.46,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,0,5.100,0.98,1,0.79,0.13,0.36,-0.23,-0.56,-0.03,0.70,-0.05,0.16,-0.50,0.37,0.29,-0.24,0.49,0.75,1.10,-0.03,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,0,5.133,0.93,1,0.71,0.70,0.55,0.01,-0.47,0.53,0.76,0.53,0.10,-0.50,0.87,0.89,0.10,0.89,0.80,1.07,-0.14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,0,5.167,0.93,1,0.62,0.46,0.64,0.02,-0.46,0.86,0.86,0.53,0.04,-0.14,0.65,0.69,0.82,0.92,0.65,1.17,0.46,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0,5.200,0.93,1,0.49,1.01,0.29,-0.09,-0.41,0.89,0.97,0.54,-0.04,0.09,0.60,1.25,0.60,1.10,0.19,0.65,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0,5.233,0.98,1,0.48,1.61,0.54,0.23,-0.54,1.01,0.63,0.23,-0.27,0.02,0.87,0.66,0.89,0.43,-0.42,0.79,0.60,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,5.267,0.98,1,0.72,1.28,0.61,0.32,-0.49,1.18,0.40,0.36,-0.32,0.07,0.65,0.94,0.83,0.49,-0.58,0.83,1.34,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,0,5.300,0.93,1,0.41,1.03,0.38,0.24,-0.63,1.27,0.34,0.11,-0.33,0.14,0.53,1.04,1.05,0.37,-0.60,0.77,1.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161,0,5.333,0.98,1,0.27,1.28,0.21,-0.00,-0.55,1.01,0.56,-0.02,-0.42,0.25,0.38,1.09,0.82,0.57,-0.53,1.02,1.08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,0,5.367,0.98,1,0.01,0.83,0.12,-0.15,-0.22,1.04,0.74,0.36,-0.27,0.46,0.19,1.18,0.98,0.61,-0.35,1.10,0.49,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163,0,5.400,0.98,1,0.02,0.65,0.18,-0.09,-0.34,0.42,0.65,0.60,-0.08,0.32,0.12,1.49,1.04,0.65,0.14,1.16,0.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0,5.433,0.98,1,0.38,0.63,0.38,-0.38,-0.08,0.67,0.80,0.83,0.11,0.06,0.43,1.31,0.51,0.45,0.68,1.44,-0.40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
165,0,5.467,0.98,1,0.45,0.28,0.69,-0.17,-0.03,0.83,0.86,0.95,0.16,-0.28,0.21,1.08,0.46,0.15,1.27,1.77,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
166,0,5.500,0.98,1,0.57,0.05,0.69,-0.25,-0.11,0.78,0.70,1.02,0.06,-0.48,0.48,1.02,0.34,0.22,1.55,1.87,-0.10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
167,0,5.533,0.98,1,0.68,0.43,0.70,-0.05,0.02,0.56,0.75,0.81,0.10,-0.60,0.44,0.87,0.18,0.13,1.57,1.50,-0.29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
168,0,5.567,0.98,1,0.64,-0.01,0.68,-0.84,-0.08,0.49,0.95,0.87,0.18,-0.77,0.34,0.62,-0.20,0.22,1.35,1.84,-0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
169,0,5.600,0.98,1,0.80,0.43,0.26,0.28,-0.38,0.52,0.93,0.66,0.04,-0.64,0.35,0.18,-0.13,0.23,0.84,1.04,-0.15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
170,0,5.633,0.93,1,0.77,0.74,0.13,0.13,-0.30,0.96,0.71,0.55,0.06,-0.44,0.60,0.29,-0.41,0.51,0.75,0.62,-0.23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0,5.667,0.98,1,0.82,0.87,0.32,0.17,-0.32,0.52,0.71,0.38,-0.12,-0.76,0.40,0.47,-0.25,0.50,0.54,0.68,-0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0,5.700,0.98,1,1.06,1.02,0.20,0.48,-0.52,0.84,0.68,-0.01,-0.27,-1.01,0.80,-0.03,-0.30,0.50,0.11,0.14,-0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0,5.733,0.98,1,1.03,1.14,0.36,0.79,-0.56,0.25,0.49,-0.22,-0.26,-1.16,0.91,0.05,-0.11,0.42,-0.41,-0.43,-0.18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0,5.767,0.98,1,0.95,0.55,0.27,0.50,-0.66,-0.10,0.63,-0.41,-0.26,-0.87,0.63,0.36,0.02,0.34,-0.18,-0.60,0.99,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,0,5.800,0.98,1,0.66,0.84,0.47,0.24,-0.56,0.53,0.52,-0.24,-0.29,-1.04,0.76,0.39,-0.08,0.31,-0.24,-0.65,0.97,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,0,5.833,0.93,1,0.64,0.70,0.54,0.55,-0.24,1.00,0.76,-0.61,-0.41,-1.14,-0.02,-0.07,0.64,0.35,0.10,0.17,0.92,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,0,5.867,0.98,1,0.58,0.61,0.48,0.66,-0.31,1.04,0.73,-0.71,-0.48,-1.04,0.06,-0.04,0.71,0.43,0.40,0.67,0.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178,0,5.900,0.93,1,0.73,0.57,0.36,0.30,-0.33,0.95,0.68,-0.57,-0.43,-1.20,-0.24,0.07,0.24,0.38,0.36,0.47,1.16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0,5.933,0.93,1,0.67,0.48,0.31,0.57,-0.48,0.57,0.56,-0.45,-0.58,-1.33,-0.33,0.45,0.23,0.56,0.27,0.85,0.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0,5.967,0.98,1,0.65,0.61,0.45,0.22,-0.56,0.64
